Scn1,Sc2,Sc3,sc4
18.36,18.36,18.36,18.36
54.3,54.3,54.3,54.3
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
9.5,9.5,9.5,9.5
1.75,1.75,1.75,1.75
0,0,0,0
0,0,0,0
0,0,0,0
5.03,5.03,5.03,5.03
1.14,1.14,1.14,1.14
0.1,0.1,0.1,0.1
11.05,11.05,11.05,11.05
3.21,3.21,3.21,3.21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.6,0.6,0.6,0.6
1.43,1.43,1.43,1.43
0,0,0,0
0.28,0.28,0.28,0.28
0,0,0,0
0,0,0,0
0.6,0.6,0.6,0.6
3.78,3.78,3.78,3.78
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
4.08,4.08,4.08,4.08
2.65,2.65,2.65,2.65
0.1,0.1,0.1,0.1
3.86,3.86,3.86,3.86
0,0,0,0
0,0,0,0
13.32,13.32,13.32,13.32
0.99,0.99,0.99,0.99
0.75,0.75,0.75,0.75
0,0,0,0
22.01,22.01,22.01,22.01
0.22,0.22,0.22,0.22
1.36,1.36,1.36,1.36
9.64,9.64,9.64,9.64
0,0,0,0
0,0,0,0
1.26,1.26,1.26,1.26
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
3.87,3.87,3.87,3.87
0.15,0.15,0.15,0.15
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.23,5.23,5.23,5.23
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.38,0.38,0.38,0.38
0,0,0,0
4.94,4.94,4.94,4.94
0.2,0.2,0.2,0.2
0,0,0,0
1.58,1.58,1.58,1.58
0,0,0,0
0,0,0,0
1.25,1.25,1.25,1.25
15.53,15.53,15.53,15.53
21.63,21.63,21.63,21.63
0,0,0,0
0,0,0,0
0,0,0,0
9.51,9.51,9.51,9.51
5.75,5.75,5.75,5.75
0,0,0,0
0.3,0.3,0.3,0.3
2.16,2.16,2.16,2.16
7.62,7.62,7.62,7.62
8.58,8.58,8.58,8.58
0,0,0,0
10.49,10.49,10.49,10.49
1.32,1.32,1.32,1.32
5.36,5.36,5.36,5.36
12.31,12.31,12.31,12.31
2.8,2.8,2.8,2.8
6.33,6.33,6.33,6.33
0,0,0,0
13.02,13.02,13.02,13.02
0,0,0,0
0,0,0,0
0,0,0,0
1.6,1.6,1.6,1.6
2.72,2.72,2.72,2.72
2.5,2.5,2.5,2.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.81,5.81,5.81,5.81
0,0,0,0
0,0,0,0
0,0,0,0
9.87,9.87,9.87,9.87
6.15,6.15,6.15,6.15
0,0,0,0
0.87,0.87,0.87,0.87
1.49,1.49,1.49,1.49
0,0,0,0
0.54,0.54,0.54,0.54
15.9,15.9,15.9,15.9
13.59,13.59,13.59,13.59
6.36,6.36,6.36,6.36
4.3,4.3,4.3,4.3
13.06,13.06,13.06,13.06
2.87,2.87,2.87,2.87
4.78,4.78,4.78,4.78
10.76,10.76,10.76,10.76
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.49,8.49,8.49,8.49
13.22,13.22,13.22,13.22
0.46,0.46,0.46,0.46
0,0,0,0
0,0,0,0
1.08,1.08,1.08,1.08
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.39,0.39,0.39,0.39
0.47,0.47,0.47,0.47
0,0,0,0
0,0,0,0
0.69,0.69,0.69,0.69
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
2.94,2.94,2.94,2.94
0,0,0,0
0.13,0.13,0.13,0.13
0.2,0.2,0.2,0.2
0,0,0,0
0,0,0,0
13.7,13.7,13.7,13.7
11.76,11.76,11.76,11.76
6.11,6.11,6.11,6.11
2.26,2.26,2.26,2.26
0,0,0,0
0.55,0.55,0.55,0.55
10.19,10.19,10.19,10.19
0,0,0,0
0,0,0,0
0.37,0.37,0.37,0.37
2.11,2.11,2.11,2.11
0,0,0,0
0,0,0,0
0,0,0,0
6.38,6.38,6.38,6.38
5.67,5.67,5.67,5.67
0.1,0.1,0.1,0.1
19.06,19.06,19.06,19.06
36.97,36.97,36.97,36.97
1.32,1.32,1.32,1.32
12.51,12.51,12.51,12.51
5.28,5.28,5.28,5.28
0,0,0,0
0.15,0.15,0.15,0.15
4.46,4.46,4.46,4.46
0.36,0.36,0.36,0.36
0,0,0,0
0,0,0,0
0,0,0,0
4.7,4.7,4.7,4.7
5.11,5.11,5.11,5.11
17.2,17.2,17.2,17.2
2.99,2.99,2.99,2.99
0.85,0.85,0.85,0.85
0,0,0,0
0.4,0.4,0.4,0.4
0,0,0,0
0,0,0,0
1.49,1.49,1.49,1.49
4.09,4.09,4.09,4.09
1.2,1.2,1.2,1.2
0,0,0,0
0,0,0,0
1.27,1.27,1.27,1.27
1.64,1.64,1.64,1.64
8.03,8.03,8.03,8.03
0,0,0,0
0,0,0,0
12,12,12,12
0,0,0,0
0,0,0,0
8.93,8.93,8.93,8.93
0,0,0,0
-99,-99,-99,-99
6.87,6.87,6.87,6.87
0.4,0.4,0.4,0.4
0.68,0.68,0.68,0.68
1.19,1.19,1.19,1.19
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.81,5.81,5.81,5.81
4.72,4.72,4.72,4.72
1.06,1.06,1.06,1.06
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.78,0.78,0.78,0.78
1.19,1.19,1.19,1.19
4.81,4.81,4.81,4.81
0,0,0,0
0.31,0.31,0.31,0.31
2.17,2.17,2.17,2.17
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.41,2.41,2.41,2.41
20.53,20.53,20.53,20.53
0.33,0.33,0.33,0.33
7.74,7.74,7.74,7.74
22.97,22.97,22.97,22.97
1.92,1.92,1.92,1.92
1.36,1.36,1.36,1.36
1.39,1.39,1.39,1.39
2.24,2.24,2.24,2.24
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.13,1.13,1.13,1.13
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.07,4.07,4.07,4.07
0,0,0,0
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.17,1.17,1.17,1.17
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.72,2.72,2.72,2.72
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0.31,0.31,0.31,0.31
11.36,11.36,11.36,11.36
10.98,10.98,10.98,10.98
13.22,13.22,13.22,13.22
56.11,56.11,56.11,56.11
24.03,24.03,24.03,24.03
29.86,29.86,29.86,29.86
9.56,9.56,9.56,9.56
2.13,2.13,2.13,2.13
17.44,17.44,17.44,17.44
2.75,2.75,2.75,2.75
0,0,0,0
3.2,3.2,3.2,3.2
2.7,2.7,2.7,2.7
0.35,0.35,0.35,0.35
0,0,0,0
0.11,0.11,0.11,0.11
1.74,1.74,1.74,1.74
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.79,3.79,3.79,3.79
0,0,0,0
0,0,0,0
0,0,0,0
0.43,0.43,0.43,0.43
2.1,2.1,2.1,2.1
6.08,6.08,6.08,6.08
0,0,0,0
3.53,3.53,3.53,3.53
0.15,0.15,0.15,0.15
0,0,0,0
0,0,0,0
0,0,0,0
7.83,7.83,7.83,7.83
0,0,0,0
0,0,0,0
0,0,0,0
1.95,1.95,1.95,1.95
0,0,0,0
0,0,0,0
0,0,0,0
11.99,11.99,11.99,11.99
1.49,1.49,1.49,1.49
-99,-99,-99,-99
7.34,7.34,7.34,7.34
1.8,1.8,1.8,1.8
4.26,4.26,4.26,4.26
0,0,0,0
0,0,0,0
9.58,9.58,9.58,9.58
0.6,0.6,0.6,0.6
0,0,0,0
1.84,1.84,1.84,1.84
8.1,8.1,8.1,8.1
8.75,8.75,8.75,8.75
13.81,13.81,13.81,13.81
7.81,7.81,7.81,7.81
2.72,2.72,2.72,2.72
12.7,12.7,12.7,12.7
22.82,22.82,22.82,22.82
1.2,1.2,1.2,1.2
0.2,0.2,0.2,0.2
8.35,8.35,8.35,8.35
12.93,12.93,12.93,12.93
0,0,0,0
12.73,12.73,12.73,12.73
2.83,2.83,2.83,2.83
0.12,0.12,0.12,0.12
0,0,0,0
0,0,0,0
2.06,2.06,2.06,2.06
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.44,6.44,6.44,6.44
0.67,0.67,0.67,0.67
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.17,6.17,6.17,6.17
17.13,17.13,17.13,17.13
0.89,0.89,0.89,0.89
4.97,4.97,4.97,4.97
3.75,3.75,3.75,3.75
0,0,0,0
9.4,9.4,9.4,9.4
0,0,0,0
0,0,0,0
0,0,0,0
8.19,8.19,8.19,8.19
0.5,0.5,0.5,0.5
0,0,0,0
0,0,0,0
0.52,0.52,0.52,0.52
0,0,0,0
0,0,0,0
0,0,0,0
0.63,0.63,0.63,0.63
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
3.22,3.22,3.22,3.22
0,0,0,0
0.1,0.1,0.1,0.1
3.86,3.86,3.86,3.86
7.19,7.19,7.19,7.19
1.58,1.58,1.58,1.58
1.19,1.19,1.19,1.19
14.2,14.2,14.2,14.2
2.38,2.38,2.38,2.38
0,0,0,0
0,0,0,0
0,0,0,0
1.31,1.31,1.31,1.31
0.75,0.75,0.75,0.75
1.35,1.35,1.35,1.35
1.6,1.6,1.6,1.6
16.76,16.76,16.76,16.76
0.4,0.4,0.4,0.4
0,0,0,0
0.79,0.79,0.79,0.79
0.86,0.86,0.86,0.86
0,0,0,0
0,0,0,0
0,0,0,0
1.02,1.02,1.02,1.02
6.24,6.24,6.24,6.24
4.12,4.12,4.12,4.12
0,0,0,0
1.74,1.74,1.74,1.74
0.73,0.73,0.73,0.73
0,0,0,0
0.13,0.13,0.13,0.13
19.93,19.93,19.93,19.93
21.3,21.3,21.3,21.3
0.38,0.38,0.38,0.38
9.28,9.28,9.28,9.28
26.29,26.29,26.29,26.29
7.58,7.58,7.58,7.58
0.61,0.61,0.61,0.61
0.55,0.55,0.55,0.55
1.12,1.12,1.12,1.12
4.99,4.99,4.99,4.99
2.5,2.5,2.5,2.5
19.27,19.27,19.27,19.27
4.94,4.94,4.94,4.94
9.2,9.2,9.2,9.2
14.79,14.79,14.79,14.79
10.72,10.72,10.72,10.72
0,0,0,0
0,0,0,0
5.42,5.42,5.42,5.42
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0.14,0.14,0.14,0.14
8.88,8.88,8.88,8.88
10.34,10.34,10.34,10.34
2.03,2.03,2.03,2.03
2.6,2.6,2.6,2.6
7.68,7.68,7.68,7.68
0.67,0.67,0.67,0.67
0,0,0,0
0.38,0.38,0.38,0.38
0,0,0,0
0,0,0,0
0,0,0,0
8.23,8.23,8.23,8.23
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.53,1.53,1.53,1.53
0,0,0,0
0,0,0,0
3.17,3.17,3.17,3.17
0,0,0,0
0,0,0,0
0,0,0,0
2.89,2.89,2.89,2.89
0,0,0,0
1,1,1,1
9.78,9.78,9.78,9.78
12.55,12.55,12.55,12.55
18.78,18.78,18.78,18.78
1.37,1.37,1.37,1.37
0.64,0.64,0.64,0.64
8.07,8.07,8.07,8.07
11.34,11.34,11.34,11.34
0.97,0.97,0.97,0.97
0,0,0,0
18.59,18.59,18.59,18.59
10.22,10.22,10.22,10.22
1.35,1.35,1.35,1.35
0,0,0,0
0,0,0,0
5.48,5.48,5.48,5.48
1.86,1.86,1.86,1.86
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
42.11,42.11,42.11,42.11
-99,-99,-99,-99
0,0,0,0
10.74,10.74,10.74,10.74
0,0,0,0
0,0,0,0
0,0,0,0
6.52,6.52,6.52,6.52
1.21,1.21,1.21,1.21
0.52,0.52,0.52,0.52
0.2,0.2,0.2,0.2
0,0,0,0
0,0,0,0
22.51,22.51,22.51,22.51
2.77,2.77,2.77,2.77
7.94,7.94,7.94,7.94
15.84,15.84,15.84,15.84
0,0,0,0
0,0,0,0
7.64,7.64,7.64,7.64
7.79,7.79,7.79,7.79
0,0,0,0
0.29,0.29,0.29,0.29
2.4,2.4,2.4,2.4
0,0,0,0
6.32,6.32,6.32,6.32
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.2,0.2,0.2,0.2
7.72,7.72,7.72,7.72
0.62,0.62,0.62,0.62
0,0,0,0
0.34,0.34,0.34,0.34
0,0,0,0
13.36,13.36,13.36,13.36
0.51,0.51,0.51,0.51
0.31,0.31,0.31,0.31
2.32,2.32,2.32,2.32
0,0,0,0
0.42,0.42,0.42,0.42
2.84,2.84,2.84,2.84
0.47,0.47,0.47,0.47
3.32,3.32,3.32,3.32
0,0,0,0
0,0,0,0
13.21,13.21,13.21,13.21
1.27,1.27,1.27,1.27
1.63,1.63,1.63,1.63
0.38,0.38,0.38,0.38
0,0,0,0
0,0,0,0
0,0,0,0
0.18,0.18,0.18,0.18
0,0,0,0
0.17,0.17,0.17,0.17
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.3,11.3,11.3,11.3
0.24,0.24,0.24,0.24
0,0,0,0
7.61,7.61,7.61,7.61
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.22,0.22,0.22,0.22
1.42,1.42,1.42,1.42
5.37,5.37,5.37,5.37
18.32,18.32,18.32,18.32
17.63,17.63,17.63,17.63
62.56,62.56,62.56,62.56
24.35,24.35,24.35,24.35
11.64,11.64,11.64,11.64
10.12,10.12,10.12,10.12
6.88,6.88,6.88,6.88
3.25,3.25,3.25,3.25
7.38,7.38,7.38,7.38
6.68,6.68,6.68,6.68
6.43,6.43,6.43,6.43
5.05,5.05,5.05,5.05
11.77,11.77,11.77,11.77
10.1,10.1,10.1,10.1
5.45,5.45,5.45,5.45
0,0,0,0
0,0,0,0
0,0,0,0
2.73,2.73,2.73,2.73
6.53,6.53,6.53,6.53
6.7,6.7,6.7,6.7
11.64,11.64,11.64,11.64
13.01,13.01,13.01,13.01
3.67,3.67,3.67,3.67
-99,-99,-99,-99
2.37,2.37,2.37,2.37
1.31,1.31,1.31,1.31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12.27,12.27,12.27,12.27
2.5,2.5,2.5,2.5
4.72,4.72,4.72,4.72
9.12,9.12,9.12,9.12
0.22,0.22,0.22,0.22
1.26,1.26,1.26,1.26
0,0,0,0
7.26,7.26,7.26,7.26
6.66,6.66,6.66,6.66
0.11,0.11,0.11,0.11
1.62,1.62,1.62,1.62
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.08,1.08,1.08,1.08
1.27,1.27,1.27,1.27
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.9,6.9,6.9,6.9
0,0,0,0
0.1,0.1,0.1,0.1
10.97,10.97,10.97,10.97
1.93,1.93,1.93,1.93
22.55,22.55,22.55,22.55
2.57,2.57,2.57,2.57
22.28,22.28,22.28,22.28
19.97,19.97,19.97,19.97
16.83,16.83,16.83,16.83
11.32,11.32,11.32,11.32
26.05,26.05,26.05,26.05
3.55,3.55,3.55,3.55
2.09,2.09,2.09,2.09
5.36,5.36,5.36,5.36
0,0,0,0
15.52,15.52,15.52,15.52
1.37,1.37,1.37,1.37
0,0,0,0
0,0,0,0
3.6,3.6,3.6,3.6
3.3,3.3,3.3,3.3
12.45,12.45,12.45,12.45
16.6,16.6,16.6,16.6
19.95,19.95,19.95,19.95
0.61,0.61,0.61,0.61
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
1.94,1.94,1.94,1.94
0.41,0.41,0.41,0.41
0,0,0,0
5.94,5.94,5.94,5.94
4.72,4.72,4.72,4.72
10.73,10.73,10.73,10.73
5.16,5.16,5.16,5.16
7.22,7.22,7.22,7.22
6.06,6.06,6.06,6.06
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.2,0.2,0.2,0.2
1.7,1.7,1.7,1.7
2.04,2.04,2.04,2.04
6,6,6,6
15.12,15.12,15.12,15.12
3.16,3.16,3.16,3.16
1.49,1.49,1.49,1.49
1.9,1.9,1.9,1.9
8.8,8.8,8.8,8.8
3.84,3.84,3.84,3.84
2.51,2.51,2.51,2.51
1.47,1.47,1.47,1.47
0,0,0,0
0,0,0,0
2.23,2.23,2.23,2.23
0,0,0,0
5.76,5.76,5.76,5.76
0,0,0,0
0.15,0.15,0.15,0.15
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.22,4.22,4.22,4.22
3.7,3.7,3.7,3.7
0.2,0.2,0.2,0.2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.44,2.44,2.44,2.44
0,0,0,0
0.45,0.45,0.45,0.45
5.83,5.83,5.83,5.83
1.2,1.2,1.2,1.2
1.36,1.36,1.36,1.36
3.25,3.25,3.25,3.25
0,0,0,0
0,0,0,0
1.84,1.84,1.84,1.84
0.25,0.25,0.25,0.25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.12,0.12,0.12,0.12
0.58,0.58,0.58,0.58
8.1,8.1,8.1,8.1
11.79,11.79,11.79,11.79
29.42,29.42,29.42,29.42
0.99,0.99,0.99,0.99
2.7,2.7,2.7,2.7
1.44,1.44,1.44,1.44
0.5,0.5,0.5,0.5
-99,-99,-99,-99
2,2,2,2
0,0,0,0
0,0,0,0
0,0,0,0
0.53,0.53,0.53,0.53
11.66,11.66,11.66,11.66
24.5,24.5,24.5,24.5
6.63,6.63,6.63,6.63
0,0,0,0
0,0,0,0
1.16,1.16,1.16,1.16
0,0,0,0
0,0,0,0
0,0,0,0
5.51,5.51,5.51,5.51
0,0,0,0
6.05,6.05,6.05,6.05
9.98,9.98,9.98,9.98
5.79,5.79,5.79,5.79
11.5,11.5,11.5,11.5
13.45,13.45,13.45,13.45
3.28,3.28,3.28,3.28
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.9,2.9,2.9,2.9
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.78,3.78,3.78,3.78
0,0,0,0
0,0,0,0
0.21,0.21,0.21,0.21
13.4,13.4,13.4,13.4
0,0,0,0
0,0,0,0
0,0,0,0
0.88,0.88,0.88,0.88
1.85,1.85,1.85,1.85
18.29,18.29,18.29,18.29
23.78,23.78,23.78,23.78
0,0,0,0
0,0,0,0
0,0,0,0
1.5,1.5,1.5,1.5
7.97,7.97,7.97,7.97
12.04,12.04,12.04,12.04
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.11,0.11,0.11,0.11
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.2,0.2,0.2,0.2
0.1,0.1,0.1,0.1
0,0,0,0
6.65,6.65,6.65,6.65
11.06,11.06,11.06,11.06
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.2,0.2,0.2,0.2
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.24,2.24,2.24,2.24
0,0,0,0
-99,-99,-99,-99
0,0,0,0
11.22,11.22,11.22,11.22
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
23.35,23.35,23.35,23.35
13.54,13.54,13.54,13.54
0,0,0,0
0,0,0,0
0.1,0.1,0.1,0.1
5.57,5.57,5.57,5.57
2.18,2.18,2.18,2.18
0,0,0,0
0,0,0,0
0.71,0.71,0.71,0.71
0.71,0.71,0.71,0.71
11.88,11.88,11.88,11.88
1.12,1.12,1.12,1.12
4.8,4.8,4.8,4.8
0,0,0,0
2.84,2.84,2.84,2.84
1.85,1.85,1.85,1.85
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.72,6.72,6.72,6.72
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.78,0.78,0.78,0.78
10.75,10.75,10.75,10.75
4.3,4.3,4.3,4.3
10.8,10.8,10.8,10.8
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.64,3.64,3.64,3.64
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.09,2.09,2.09,2.09
0.92,0.92,0.92,0.92
1.51,1.51,1.51,1.51
2.83,2.83,2.83,2.83
2.43,2.43,2.43,2.43
5.87,5.87,5.87,5.87
5.49,5.49,5.49,5.49
7.55,7.55,7.55,7.55
0.4,0.4,0.4,0.4
2.44,2.44,2.44,2.44
0.69,0.69,0.69,0.69
13.13,13.13,13.13,13.13
6.25,6.25,6.25,6.25
14.77,14.77,14.77,14.77
0,0,0,0
0,0,0,0
0,0,0,0
1.64,1.64,1.64,1.64
2.6,2.6,2.6,2.6
0.39,0.39,0.39,0.39
2.44,2.44,2.44,2.44
0,0,0,0
1.15,1.15,1.15,1.15
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0,0,0,0
-99,-99,-99,-99
0.57,0.57,0.57,0.57
10.55,10.55,10.55,10.55
5.92,5.92,5.92,5.92
2.29,2.29,2.29,2.29
9.85,9.85,9.85,9.85
22.39,22.39,22.39,22.39
29.32,29.32,29.32,29.32
53.11,53.11,53.11,53.11
24.73,24.73,24.73,24.73
6.81,6.81,6.81,6.81
0.67,0.67,0.67,0.67
1.2,1.2,1.2,1.2
12.75,12.75,12.75,12.75
21.92,21.92,21.92,21.92
17.45,17.45,17.45,17.45
5.05,5.05,5.05,5.05
1.75,1.75,1.75,1.75
1.96,1.96,1.96,1.96
1.43,1.43,1.43,1.43
0.19,0.19,0.19,0.19
7.6,7.6,7.6,7.6
18.98,18.98,18.98,18.98
1.69,1.69,1.69,1.69
33.55,33.55,33.55,33.55
17,17,17,17
10.9,10.9,10.9,10.9
2.19,2.19,2.19,2.19
2.34,2.34,2.34,2.34
5.46,5.46,5.46,5.46
14.2,14.2,14.2,14.2
8.15,8.15,8.15,8.15
0.64,0.64,0.64,0.64
3.62,3.62,3.62,3.62
21.49,21.49,21.49,21.49
6.09,6.09,6.09,6.09
15.09,15.09,15.09,15.09
10.23,10.23,10.23,10.23
0,0,0,0
3.37,3.37,3.37,3.37
0,0,0,0
2.59,2.59,2.59,2.59
0.54,0.54,0.54,0.54
3.01,3.01,3.01,3.01
0,0,0,0
3.09,3.09,3.09,3.09
1.17,1.17,1.17,1.17
0.61,0.61,0.61,0.61
3.18,3.18,3.18,3.18
11.81,11.81,11.81,11.81
1.34,1.34,1.34,1.34
0.76,0.76,0.76,0.76
1.27,1.27,1.27,1.27
3.6,3.6,3.6,3.6
2.68,2.68,2.68,2.68
-99,-99,-99,-99
0,0,0,0
0.54,0.54,0.54,0.54
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.82,5.82,5.82,5.82
0.29,0.29,0.29,0.29
1.59,1.59,1.59,1.59
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.44,1.44,1.44,1.44
1.87,1.87,1.87,1.87
48.37,48.37,48.37,48.37
16.43,16.43,16.43,16.43
5.34,5.34,5.34,5.34
1.08,1.08,1.08,1.08
0.21,0.21,0.21,0.21
0.58,0.58,0.58,0.58
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10.19,10.19,10.19,10.19
3.57,3.57,3.57,3.57
0,0,0,0
0.35,0.35,0.35,0.35
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
4.69,4.69,4.69,4.69
0.58,0.58,0.58,0.58
2.6,2.6,2.6,2.6
0,0,0,0
0,0,0,0
0,0,0,0
0.18,0.18,0.18,0.18
4.97,4.97,4.97,4.97
0,0,0,0
1.27,1.27,1.27,1.27
0.39,0.39,0.39,0.39
0,0,0,0
3.03,3.03,3.03,3.03
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
0,0,0,0
0.84,0.84,0.84,0.84
2.76,2.76,2.76,2.76
7.35,7.35,7.35,7.35
14.29,14.29,14.29,14.29
5.88,5.88,5.88,5.88
2.9,2.9,2.9,2.9
16.68,16.68,16.68,16.68
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14.99,14.99,14.99,14.99
1.91,1.91,1.91,1.91
0,0,0,0
7.73,7.73,7.73,7.73
35.79,35.79,35.79,35.79
4.25,4.25,4.25,4.25
19.14,19.14,19.14,19.14
33.22,33.22,33.22,33.22
28.5,28.5,28.5,28.5
35.2,35.2,35.2,35.2
5.58,5.58,5.58,5.58
17.86,17.86,17.86,17.86
9.19,9.19,9.19,9.19
0.85,0.85,0.85,0.85
1.16,1.16,1.16,1.16
0.53,0.53,0.53,0.53
1.53,1.53,1.53,1.53
7.37,7.37,7.37,7.37
2.53,2.53,2.53,2.53
11.92,11.92,11.92,11.92
0.34,0.34,0.34,0.34
0,0,0,0
5.31,5.31,5.31,5.31
0,0,0,0
0,0,0,0
0.32,0.32,0.32,0.32
0,0,0,0
17.82,17.82,17.82,17.82
1.38,1.38,1.38,1.38
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
